customer_id,gender,age,payment_method
C281171,Female,40,Credit Card
C288620,Male,34,Credit Card
C180643,Female,66,Credit Card
C241152,Female,35,Cash
C316406,Male,44,Cash
C309830,Female,62,Cash
C166952,Female,38,Cash
C262709,Female,24,Credit Card
C225566,Female,65,Credit Card
C112161,Female,60,Debit Card
C207414,Female,21,Credit Card
C889631,Male,18,Credit Card
C124366,Male,36,Cash
C930307,Male,28,Credit Card
C300318,Female,49,Debit Card
C120226,Male,41,Debit Card
C121717,Female,47,Cash
C279260,Female,25,Credit Card
C136801,Male,31,Credit Card
C337800,Male,30,Cash
C302017,Male,41,Cash
C288222,Male,69,Credit Card
C843498,Male,33,Credit Card
C305562,Female,68,Credit Card
C140695,Female,49,Credit Card
C165489,Male,30,Credit Card
C370567,Female,55,Cash
C392857,Male,19,Cash
C850110,Female,56,Debit Card
C165562,Male,28,Credit Card
C329380,Female,38,Cash
C251549,Male,49,Credit Card
C869171,Male,26,Credit Card
C245256,Male,54,Credit Card
C858607,Male,22,Cash
C907619,Female,57,Cash
C311944,Female,31,Cash
C139604,Female,33,Credit Card
C233161,Female,55,Debit Card
C261569,Female,35,Debit Card
C186096,Female,62,Cash
C151206,Female,28,Cash
C203322,Male,43,Debit Card
C255633,Male,33,Credit Card
C220184,Female,23,Credit Card
C775794,Female,63,Credit Card
C415737,Female,53,Cash
C801669,Male,62,Credit Card
C978851,Female,64,Cash
C479669,Female,40,Cash
C127713,Male,30,Credit Card
C327578,Female,68,Cash
C978750,Male,63,Credit Card
C196190,Male,65,Debit Card
C273020,Female,65,Cash
C677980,Male,43,Cash
C239113,Male,40,Cash
C128393,Female,38,Cash
C245722,Female,44,Cash
C275614,Female,31,Cash
C328698,Female,23,Cash
C133196,Female,38,Cash
C644951,Male,63,Debit Card
C138627,Female,48,Cash
C100642,Female,63,Debit Card
C158303,Female,29,Credit Card
C170423,Male,51,Cash
C102588,Male,42,Cash
C240290,Male,47,Debit Card
C226351,Female,52,Credit Card
C327834,Male,42,Cash
C326401,Female,54,Credit Card
C272418,Female,44,Cash
C225698,Female,52,Credit Card
C198270,Female,52,Cash
C218195,Female,28,Credit Card
C109924,Female,31,Debit Card
C155366,Male,62,Credit Card
C191780,Female,65,Cash
C152383,Female,45,Credit Card
C271251,Female,38,Cash
C277640,Female,23,Cash
C287350,Female,31,Cash
C207850,Female,46,Cash
C931369,Male,29,Cash
C276021,Male,43,Credit Card
C110723,Female,51,Cash
C165669,Female,21,Credit Card
C242088,Male,48,Credit Card
C320338,Female,65,Cash
C793666,Male,28,Credit Card
C224903,Female,45,Cash
C206495,Female,37,Debit Card
C336384,Male,51,Cash
C202808,Female,23,Cash
C714171,Male,44,Cash
C156437,Female,53,Cash
C149181,Female,51,Credit Card
C705609,Male,25,Cash
C253524,Male,30,Credit Card
C240751,Male,44,Credit Card
C188796,Male,38,Cash
C295378,Male,31,Cash
C182154,Female,45,Credit Card
C853549,Female,56,Cash
C676455,Male,52,Cash
C183554,Female,68,Debit Card
C768180,Female,47,Cash
C359558,Male,51,Credit Card
C589603,Male,26,Cash
C765318,Female,33,Cash
C191427,Female,51,Debit Card
C297880,Female,39,Credit Card
C581256,Female,25,Cash
C133969,Female,30,Debit Card
C190634,Male,22,Debit Card
C339923,Female,26,Debit Card
C189487,Male,61,Cash
C376124,Female,34,Credit Card
C300874,Female,55,Cash
C178007,Male,24,Credit Card
C313698,Male,19,Debit Card
C961876,Male,34,Cash
C263145,Female,57,Debit Card
C144061,Female,67,Credit Card
C327893,Male,30,Cash
C137352,Female,55,Cash
C284781,Female,44,Cash
C134421,Male,49,Cash
C230388,Female,45,Cash
C205704,Male,20,Cash
C245472,Female,45,Credit Card
C213826,Female,57,Debit Card
C119065,Female,26,Cash
C311285,Male,64,Credit Card
C269907,Male,41,Debit Card
C217499,Female,69,Credit Card
C338287,Male,50,Credit Card
C893480,Male,64,Credit Card
C124204,Female,56,Cash
C790648,Male,52,Credit Card
C229034,Female,56,Cash
C173571,Male,62,Credit Card
C154147,Female,39,Credit Card
C227551,Female,43,Debit Card
C203693,Male,25,Credit Card
C100446,Female,27,Cash
C321876,Female,20,Credit Card
C133794,Female,24,Debit Card
C118114,Female,67,Cash
C116164,Female,18,Cash
C560761,Female,55,Credit Card
C241710,Male,54,Credit Card
C134773,Female,32,Cash
C365201,Male,20,Cash
C338423,Female,30,Cash
C173684,Male,45,Credit Card
C257103,Male,45,Cash
C331000,Female,22,Debit Card
C202604,Female,50,Debit Card
C175436,Female,60,Credit Card
C155299,Female,59,Credit Card
C408947,Female,59,Cash
C206100,Male,62,Cash
C256114,Female,55,Debit Card
C239630,Female,47,Credit Card
C160245,Male,68,Cash
C848409,Female,69,Cash
C121290,Female,45,Debit Card
C162234,Male,33,Debit Card
C127722,Male,49,Cash
C243607,Female,42,Cash
C248022,Female,36,Cash
C511215,Male,62,Cash
C307230,Male,43,Credit Card
C172087,Female,39,Credit Card
C258378,Male,34,Credit Card
C112886,Male,47,Cash
C210574,Female,54,Cash
C121231,Female,29,Cash
C288046,Female,28,Debit Card
C292841,Male,40,Debit Card
C161909,Male,52,Cash
C270944,Female,27,Cash
C192228,Male,20,Cash
C217459,Male,43,Credit Card
C653273,Male,40,Cash
C374835,Male,25,Cash
C499546,Male,49,Cash
C277729,Male,66,Credit Card
C115261,Male,43,Credit Card
C147603,Female,46,Credit Card
C141141,Male,35,Debit Card
C301945,Female,42,Debit Card
C267978,Female,47,Cash
C934968,Female,68,Debit Card
C207109,Female,41,Cash
C193436,Male,38,Credit Card
C373941,Female,48,Cash
C243396,Male,69,Credit Card
C261292,Female,32,Credit Card
C173299,Male,24,Credit Card
C123448,Female,67,Cash
C132164,Female,36,Debit Card
C248435,Male,25,Cash
C146405,Male,38,Cash
C262112,Female,25,Debit Card
C123577,Female,38,Cash
C142410,Male,57,Debit Card
C979060,Female,37,Cash
C139969,Female,50,Debit Card
C662596,Male,45,Credit Card
C237948,Female,44,Credit Card
C270449,Female,44,Cash
C289830,Male,66,Cash
C319954,Male,32,Credit Card
C202613,Female,29,Credit Card
C154043,Male,45,Credit Card
C179873,Male,48,Credit Card
C249870,Female,28,Debit Card
C433746,Female,37,Cash
C213934,Male,30,Credit Card
C657345,Male,24,Cash
C291564,Male,39,Cash
C103386,Male,27,Credit Card
C437934,Male,19,Credit Card
C264222,Female,57,Credit Card
C282455,Female,69,Credit Card
C217507,Female,58,Cash
C184325,Male,32,Cash
C267148,Male,46,Credit Card
C245988,Female,34,Credit Card
C191517,Female,47,Credit Card
C308492,Female,57,Cash
C214321,Female,40,Cash
C942672,Female,31,Credit Card
C397160,Male,27,Debit Card
C126679,Female,38,Cash
C272349,Female,20,Cash
C190765,Female,56,Credit Card
C339794,Female,43,Cash
C279640,Female,28,Debit Card
C162963,Female,28,Cash
C261208,Male,31,Credit Card
C205939,Female,54,Credit Card
C254964,Female,52,Cash
C681427,Female,37,Cash
C130772,Male,45,Credit Card
C148390,Female,36,Credit Card
C310612,Female,20,Cash
C205555,Female,54,Cash
C277617,Female,52,Cash
C199026,Male,42,Cash
C334466,Male,33,Credit Card
C341094,Female,21,Cash
C330002,Female,39,Cash
C243405,Female,28,Cash
C982907,Male,65,Credit Card
C296656,Female,53,Credit Card
C454305,Male,53,Cash
C167969,Male,62,Credit Card
C155007,Female,49,Debit Card
C268712,Male,25,Cash
C313068,Male,42,Debit Card
C296589,Female,32,Cash
C137935,Male,25,Credit Card
C491135,Female,42,Debit Card
C215226,Female,55,Cash
C118171,Male,46,Debit Card
C304995,Male,43,Cash
C182738,Female,52,Credit Card
C340087,Female,32,Credit Card
C335403,Female,66,Credit Card
C176036,Female,19,Cash
C187846,Male,62,Cash
C158415,Male,31,Cash
C305170,Male,36,Cash
C852248,Female,63,Cash
C236966,Female,35,Cash
C296658,Male,69,Cash
C320792,Male,46,Cash
C273675,Female,58,Cash
C703332,Female,69,Credit Card
C314087,Female,61,Credit Card
C272997,Female,43,Credit Card
C228255,Female,59,Cash
C247484,Female,44,Credit Card
C243310,Female,43,Credit Card
C288952,Female,65,Cash
C821668,Male,42,Cash
C280059,Female,37,Cash
C216024,Female,42,Credit Card
C891433,Male,59,Credit Card
C210815,Female,54,Credit Card
C212779,Male,49,Debit Card
C112030,Male,59,Debit Card
C169399,Male,69,Cash
C133922,Male,41,Debit Card
C772963,Female,41,Cash
C147317,Female,44,Cash
C701584,Female,34,Credit Card
C133516,Female,24,Cash
C265043,Female,68,Credit Card
C206474,Female,27,Credit Card
C212706,Female,56,Credit Card
C742000,Female,18,Credit Card
C422886,Female,49,Cash
C274276,Male,18,Cash
C319548,Female,64,Credit Card
C318128,Male,65,Debit Card
C216578,Female,68,Cash
C307424,Male,25,Debit Card
C107134,Male,55,Credit Card
C860997,Male,69,Credit Card
C328459,Female,51,Credit Card
C276816,Male,43,Cash
C305128,Female,39,Cash
C324613,Male,41,Credit Card
C142422,Male,38,Credit Card
C210459,Female,23,Cash
C107472,Female,65,Cash
C801775,Female,36,Debit Card
C258753,Female,31,Credit Card
C289457,Female,54,Cash
C324113,Female,40,Credit Card
C162484,Male,31,Debit Card
C332806,Male,32,Debit Card
C214591,Male,43,Cash
C260930,Male,64,Debit Card
C122881,Male,42,Cash
C246936,Male,67,Credit Card
C145554,Male,45,Debit Card
C176647,Female,63,Cash
C334071,Male,59,Cash
C194664,Female,21,Debit Card
C186397,Female,23,Debit Card
C195569,Male,39,Cash
C275529,Male,68,Debit Card
C221924,Male,38,Debit Card
C181877,Male,66,Cash
C322487,Female,57,Cash
C241109,Male,48,Cash
C302536,Female,39,Cash
C226566,Female,40,Credit Card
C174603,Male,41,Credit Card
C313394,Male,45,Debit Card
C232458,Male,21,Cash
C121074,Female,36,Debit Card
C262986,Female,50,Debit Card
C538779,Female,26,Credit Card
C117779,Female,38,Cash
C102693,Male,19,Debit Card
C333193,Male,59,Credit Card
C256782,Female,42,Cash
C257409,Female,42,Debit Card
C240840,Male,65,Debit Card
C282046,Male,65,Debit Card
C225998,Female,28,Debit Card
C221423,Female,57,Credit Card
C132830,Female,69,Cash
C429104,Female,33,Debit Card
C303627,Male,46,Credit Card
C245259,Male,39,Credit Card
C532870,Female,25,Cash
C318522,Female,34,Credit Card
C290391,Male,66,Credit Card
C274909,Male,21,Credit Card
C264134,Female,18,Cash
C119218,Female,59,Cash
C303656,Male,45,Credit Card
C127992,Female,41,Credit Card
C102767,Male,54,Cash
C132194,Male,25,Cash
C220207,Female,43,Cash
C121223,Male,44,Credit Card
C757402,Male,69,Cash
C302194,Female,68,Cash
C176320,Female,53,Debit Card
C101779,Male,27,Credit Card
C297075,Male,39,Cash
C975708,Male,65,Cash
C305005,Male,31,Credit Card
C136635,Female,40,Cash
C244691,Female,51,Cash
C166917,Male,37,Cash
C174630,Male,29,Cash
C255359,Male,30,Cash
C233590,Male,34,Debit Card
C147906,Female,42,Cash
C175799,Female,32,Cash
C674214,Female,50,Credit Card
C464994,Female,52,Cash
C143061,Male,44,Cash
C280476,Female,24,Cash
C322879,Female,29,Credit Card
C226026,Male,37,Cash
C313706,Female,29,Credit Card
C103998,Female,58,Credit Card
C321771,Male,24,Cash
C206081,Male,58,Debit Card
C309421,Male,68,Debit Card
C254057,Female,49,Credit Card
C238245,Female,64,Credit Card
C252494,Female,65,Cash
C333857,Male,21,Cash
C223681,Female,60,Debit Card
C813151,Female,64,Credit Card
C745757,Male,27,Cash
C113173,Female,65,Debit Card
C114665,Male,53,Cash
C443395,Female,62,Cash
C287864,Female,68,Cash
C250570,Female,56,Credit Card
C162777,Female,30,Credit Card
C382440,Male,54,Cash
C330787,Male,46,Cash
C134130,Male,33,Cash
C280564,Female,18,Credit Card
C103314,Male,42,Cash
C298535,Male,66,Cash
C187822,Male,33,Cash
C110784,Male,41,Cash
C182227,Female,40,Cash
C894268,Male,64,Debit Card
C126014,Male,35,Cash
C123022,Female,64,Cash
C254130,Female,36,Debit Card
C282861,Female,43,Cash
C203324,Male,27,Credit Card
C133270,Female,27,Cash
C935649,Male,64,Cash
C220668,Male,50,Cash
C128456,Male,29,Cash
C218389,Female,59,Credit Card
C119913,Female,69,Cash
C186242,Female,30,Debit Card
C224012,Male,43,Credit Card
C339044,Female,31,Cash
C803306,Male,56,Cash
C712422,Male,24,Credit Card
C118593,Female,50,Cash
C189071,Female,22,Cash
C305161,Female,61,Cash
C268495,Male,61,Cash
C743246,Male,29,Cash
C235599,Male,27,Credit Card
C166270,Female,19,Cash
C115668,Male,21,Debit Card
C106890,Female,55,Debit Card
C887131,Female,60,Debit Card
C304905,Male,55,Cash
C270570,Female,40,Credit Card
C900955,Female,18,Credit Card
C239492,Male,65,Debit Card
C152148,Male,55,Debit Card
C154667,Female,20,Cash
C225331,Male,29,Debit Card
C668432,Female,64,Cash
C312481,Male,58,Credit Card
C231481,Female,22,Debit Card
C243248,Female,50,Cash
C131298,Female,47,Debit Card
C100936,Male,32,Debit Card
C171872,Female,24,Credit Card
C121724,Male,62,Cash
C120753,Male,34,Cash
C333551,Female,39,Credit Card
C827162,Female,38,Debit Card
C245603,Female,66,Debit Card
C525179,Male,29,Debit Card
C307453,Female,35,Credit Card
C573272,Female,60,Credit Card
C105565,Female,37,Cash
C265661,Female,46,Credit Card
C181199,Male,58,Cash
C159343,Female,40,Cash
C227121,Female,45,Debit Card
C278071,Female,39,Credit Card
C110406,Male,59,Credit Card
C253441,Male,59,Cash
C190959,Female,24,Credit Card
C290455,Female,34,Credit Card
C100783,Male,58,Cash
C105245,Female,64,Credit Card
C267945,Female,56,Cash
C202247,Male,59,Cash
C274312,Male,25,Cash
C278582,Male,64,Cash
C118884,Female,44,Debit Card
C207900,Female,64,Cash
C114246,Female,37,Cash
C319179,Female,38,Debit Card
C198222,Female,34,Credit Card
C279814,Female,57,Cash
C206862,Male,18,Cash
C393913,Male,30,Cash
C286161,Female,50,Cash
C103715,Male,47,Debit Card
C197118,Female,67,Debit Card
C133681,Female,49,Cash
C168422,Female,57,Debit Card
C152540,Female,33,Cash
C462963,Male,69,Credit Card
C291224,Female,34,Debit Card
C223631,Female,18,Cash
C904141,Male,24,Debit Card
C890291,Female,42,Debit Card
C312781,Male,68,Debit Card
C132692,Male,37,Credit Card
C210281,Female,56,Cash
C335736,Male,45,Cash
C261615,Male,51,Cash
C643407,Female,50,Credit Card
C292254,Male,60,Cash
C179577,Female,32,Cash
C151242,Female,67,Credit Card
C544703,Female,65,Debit Card
C371777,Male,30,Cash
C250406,Male,33,Cash
C735056,Male,22,Credit Card
C329657,Male,65,Credit Card
C215387,Male,67,Credit Card
C241395,Male,49,Credit Card
C353040,Female,41,Credit Card
C325591,Female,25,Credit Card
C143416,Male,37,Credit Card
C193380,Male,29,Credit Card
C237214,Male,68,Debit Card
C223048,Female,57,Debit Card
C163160,Male,66,Cash
C169291,Male,62,Cash
C259991,Female,30,Credit Card
C148773,Female,23,Credit Card
C878828,Male,40,Cash
C800034,Male,64,Cash
C733425,Male,40,Debit Card
C140605,Male,43,Credit Card
C321800,Female,63,Debit Card
C263684,Female,30,Cash
C814670,Female,55,Cash
C210508,Female,68,Credit Card
C157910,Female,44,Debit Card
C239720,Female,64,Cash
C107883,Female,46,Credit Card
C131350,Female,65,Cash
C248412,Male,47,Cash
C810365,Male,46,Credit Card
C503239,Female,65,Debit Card
C637837,Female,49,Cash
C331451,Male,34,Cash
C139785,Female,60,Credit Card
C339543,Female,47,Cash
C303005,Female,22,Credit Card
C194939,Male,63,Debit Card
C896870,Female,31,Credit Card
C927671,Female,47,Credit Card
C666622,Male,54,Credit Card
C197434,Female,43,Cash
C171498,Female,29,Debit Card
C306106,Female,64,Cash
C665394,Male,45,Cash
C800513,Female,28,Debit Card
C280433,Male,24,Cash
C223584,Male,24,Cash
C305330,Female,69,Debit Card
C563857,Female,21,Cash
C327923,Female,18,Credit Card
C594234,Female,53,Cash
C157073,Male,49,Credit Card
C116676,Female,24,Cash
C234576,Female,41,Debit Card
C227747,Male,51,Debit Card
C283728,Female,33,Credit Card
C134815,Female,30,Credit Card
C313925,Female,59,Credit Card
C293953,Female,41,Cash
C236334,Male,38,Cash
C123724,Female,49,Cash
C141299,Female,20,Cash
C721069,Male,46,Debit Card
C132036,Female,36,Cash
C154012,Male,58,Credit Card
C422323,Female,27,Credit Card
C206169,Male,45,Debit Card
C255903,Female,29,Debit Card
C145168,Female,44,Debit Card
C290880,Female,24,Credit Card
C192169,Female,52,Debit Card
C157339,Female,59,Credit Card
C149577,Male,39,Debit Card
C609146,Female,36,Cash
C162933,Female,31,Cash
C112021,Female,27,Cash
C300013,Female,41,Debit Card
C283489,Male,34,Cash
C162892,Female,21,Debit Card
C303860,Male,18,Credit Card
C208528,Female,30,Debit Card
C186234,Female,31,Debit Card
C559418,Female,31,Debit Card
C400058,Female,65,Cash
C198888,Female,31,Cash
C314934,Male,69,Debit Card
C326833,Female,44,Cash
C198464,Female,62,Credit Card
C268641,Male,55,Credit Card
C144629,Male,35,Cash
C904550,Male,19,Cash
C306303,Male,28,Credit Card
C319128,Female,66,Debit Card
C164086,Female,51,Debit Card
C460307,Male,30,Debit Card
C643951,Male,32,Credit Card
C180530,Male,66,Cash
C283325,Female,19,Debit Card
C789405,Female,20,Credit Card
C875660,Female,51,Credit Card
C254609,Female,48,Credit Card
C268826,Female,40,Cash
C428977,Female,44,Debit Card
C184107,Female,24,Debit Card
C308569,Female,67,Cash
C479523,Male,52,Credit Card
C314376,Male,61,Cash
C245923,Male,55,Debit Card
C189312,Male,18,Credit Card
C285136,Male,65,Debit Card
C555992,Female,29,Cash
C309654,Female,61,Debit Card
C142497,Female,20,Credit Card
C309117,Female,50,Cash
C641269,Male,28,Cash
C751672,Female,42,Cash
C317186,Male,68,Cash
C230931,Female,62,Debit Card
C130792,Female,65,Cash
C233028,Female,54,Credit Card
C207135,Female,30,Credit Card
C101250,Female,40,Debit Card
C172979,Female,43,Cash
C104092,Male,18,Credit Card
C330046,Female,55,Debit Card
C269036,Female,63,Cash
C236093,Female,68,Debit Card
C291685,Female,21,Credit Card
C891411,Male,44,Cash
C113936,Male,51,Cash
C746017,Male,35,Debit Card
C168401,Male,32,Cash
C236901,Female,30,Credit Card
C400051,Female,37,Cash
C144345,Female,48,Cash
C128813,Female,53,Debit Card
C123890,Female,68,Cash
C312248,Female,38,Debit Card
C321736,Male,43,Credit Card
C147500,Female,65,Cash
C894321,Female,45,Credit Card
C309611,Female,52,Credit Card
C137715,Female,46,Cash
C265716,Male,63,Cash
C292785,Female,23,Cash
C977525,Female,42,Credit Card
C309111,Female,20,Cash
C109565,Male,41,Debit Card
C106708,Female,52,Credit Card
C173382,Male,35,Debit Card
C272509,Female,32,Cash
C290610,Female,35,Cash
C139705,Female,57,Cash
C260310,Female,64,Debit Card
C191744,Female,68,Credit Card
C941142,Female,54,Credit Card
C264277,Female,41,Debit Card
C183250,Male,59,Cash
C290218,Female,56,Credit Card
C231634,Male,24,Cash
C730676,Female,66,Credit Card
C107285,Female,26,Cash
C293737,Male,49,Debit Card
C339730,Female,48,Cash
C907292,Male,57,Credit Card
C404542,Female,57,Cash
C141467,Female,48,Credit Card
C285993,Female,51,Cash
C463960,Female,50,Credit Card
C287337,Male,53,Credit Card
C104957,Male,19,Cash
C102571,Female,68,Debit Card
C599136,Female,18,Cash
C199060,Female,67,Credit Card
C307517,Female,38,Cash
C818155,Female,47,Debit Card
C205803,Female,61,Cash
C233698,Male,47,Debit Card
C271377,Male,21,Credit Card
C105929,Female,38,Debit Card
C229446,Male,59,Cash
C517809,Male,57,Debit Card
C237658,Female,50,Cash
C135735,Female,29,Cash
C228093,Male,52,Cash
C330719,Female,43,Credit Card
C292642,Female,45,Credit Card
C467982,Female,54,Debit Card
C410940,Female,33,Credit Card
C265032,Male,57,Cash
C433906,Male,56,Cash
C305072,Male,54,Credit Card
C661268,Male,35,Debit Card
C259146,Male,41,Cash
C108554,Female,64,Cash
C292481,Male,36,Cash
C247192,Female,44,Cash
C532443,Male,30,Cash
C318405,Female,62,Cash
C163060,Male,34,Cash
C207408,Female,30,Cash
C907176,Male,37,Credit Card
C473145,Male,58,Cash
C805896,Female,67,Credit Card
C231956,Female,30,Credit Card
C177748,Female,37,Cash
C168386,Female,33,Credit Card
C506400,Female,39,Cash
C290998,Female,30,Cash
C189345,Female,43,Debit Card
C240459,Female,41,Cash
C215442,Female,62,Debit Card
C764655,Female,28,Cash
C236291,Male,29,Debit Card
C287133,Female,40,Cash
C144464,Female,21,Cash
C271102,Male,43,Credit Card
C100182,Male,37,Credit Card
C112796,Female,64,Debit Card
C407335,Female,53,Cash
C160724,Female,61,Debit Card
C208406,Male,48,Debit Card
C286034,Male,41,Debit Card
C764353,Female,55,Credit Card
C100852,Male,31,Cash
C417163,Female,59,Credit Card
C260319,Female,35,Credit Card
C164531,Male,28,Credit Card
C221639,Male,18,Credit Card
C144925,Female,59,Cash
C290546,Female,24,Credit Card
C439438,Female,62,Credit Card
C499525,Male,30,Cash
C284165,Female,42,Credit Card
C924130,Female,50,Cash
C316026,Male,31,Credit Card
C320529,Male,51,Cash
C216147,Female,28,Cash
C574366,Female,21,Credit Card
C277553,Male,63,Cash
C107831,Male,54,Cash
C182456,Female,56,Debit Card
C328222,Female,42,Debit Card
C542112,Female,68,Cash
C260882,Female,39,Cash
C140943,Female,51,Debit Card
C143030,Female,38,Cash
C279734,Female,39,Cash
C139181,Female,37,Debit Card
C268857,Male,50,Cash
C202818,Female,52,Credit Card
C148972,Female,31,Cash
C124643,Female,30,Cash
C249317,Male,69,Credit Card
C275794,Female,59,Cash
C334334,Female,25,Credit Card
C589848,Male,33,Cash
C257611,Male,49,Credit Card
C622869,Female,63,Cash
C151463,Male,26,Cash
C236862,Male,36,Credit Card
C185066,Male,34,Credit Card
C876299,Female,57,Cash
C163189,Male,18,Credit Card
C173168,Female,27,Credit Card
C106142,Female,43,Credit Card
C109832,Female,24,Debit Card
C101817,Male,45,Cash
C193551,Female,54,Debit Card
C120351,Male,21,Cash
C269810,Male,66,Credit Card
C222786,Male,46,Cash
C795012,Male,56,Credit Card
C683241,Female,63,Credit Card
C104082,Male,57,Debit Card
C200896,Male,44,Cash
C196273,Male,48,Debit Card
C326562,Female,27,Credit Card
C254969,Female,62,Cash
C213144,Female,34,Cash
C189347,Male,27,Credit Card
C125554,Female,31,Cash
C283852,Male,69,Cash
C447598,Female,63,Debit Card
C108070,Male,44,Cash
C179407,Male,20,Debit Card
C591443,Female,40,Credit Card
C139590,Female,26,Cash
C215028,Male,50,Cash
C418019,Female,58,Cash
C251986,Male,32,Cash
C221221,Female,23,Debit Card
C272202,Female,61,Credit Card
C127626,Female,66,Debit Card
C172387,Male,62,Credit Card
C312572,Male,34,Debit Card
C314587,Female,68,Credit Card
C121419,Female,49,Debit Card
C646618,Male,64,Credit Card
C215674,Female,63,Cash
C204410,Female,67,Cash
C302242,Female,18,Cash
C286224,Male,35,Credit Card
C132473,Female,55,Debit Card
C327751,Male,53,Cash
C106154,Male,64,Credit Card
C371035,Male,41,Cash
C667229,Female,66,Credit Card
C814539,Female,40,Cash
C609924,Male,63,Debit Card
C461466,Female,31,Cash
C223744,Female,51,Cash
C627872,Male,42,Credit Card
C240178,Female,20,Cash
C147264,Male,41,Credit Card
C159876,Female,57,Cash
C168916,Female,37,Cash
C265522,Female,55,Debit Card
C301058,Male,57,Credit Card
C121726,Female,47,Credit Card
C877980,Male,66,Cash
C292683,Female,62,Cash
C251188,Female,45,Debit Card
C145564,Female,29,Cash
C165613,Female,59,Cash
C816805,Female,42,Credit Card
C813551,Male,61,Credit Card
C341245,Male,22,Cash
C885701,Female,48,Cash
C643748,Male,39,Debit Card
C304063,Male,18,Cash
C157895,Male,63,Credit Card
C304723,Female,50,Cash
C315537,Female,18,Cash
C304759,Male,24,Credit Card
C186286,Male,28,Cash
C134991,Female,60,Credit Card
C122015,Female,31,Credit Card
C327018,Male,68,Credit Card
C193724,Female,38,Debit Card
C108106,Female,50,Credit Card
C118792,Male,49,Cash
C263747,Female,53,Debit Card
C282463,Male,60,Debit Card
C153022,Female,55,Cash
C588053,Male,25,Cash
C252243,Female,24,Credit Card
C780029,Female,33,Cash
C210460,Female,37,Cash
C104816,Female,26,Debit Card
C195180,Male,38,Cash
C184884,Male,62,Credit Card
C285559,Female,23,Credit Card
C169694,Female,57,Cash
C127778,Female,64,Cash
C228995,Female,24,Credit Card
C180771,Female,68,Debit Card
C263990,Female,35,Cash
C254063,Female,36,Credit Card
C171931,Female,62,Credit Card
C226832,Female,24,Debit Card
C682278,Female,28,Credit Card
C289470,Male,35,Cash
C649610,Female,49,Credit Card
C760608,Male,69,Cash
C232169,Female,65,Credit Card
C620741,Male,25,Credit Card
C117138,Female,32,Credit Card
C152006,Female,21,Credit Card
C620414,Male,68,Debit Card
C932117,Male,39,Cash
C307902,Female,50,Debit Card
C289668,Female,24,Credit Card
C205274,Female,21,Cash
C153450,Female,64,Debit Card
C699721,Male,32,Cash
C288566,Male,59,Credit Card
C172573,Female,43,Debit Card
C174488,Male,36,Cash
C449012,Male,31,Cash
C212381,Male,32,Cash
C119187,Female,53,Cash
C116999,Male,47,Debit Card
C218019,Male,33,Debit Card
C149789,Female,39,Cash
C200930,Female,25,Credit Card
C905088,Female,61,Credit Card
C337979,Male,43,Credit Card
C254832,Male,65,Cash
C396825,Female,39,Credit Card
C847209,Female,29,Cash
C317030,Female,57,Debit Card
C144249,Male,24,Credit Card
C227471,Female,38,Cash
C115965,Male,64,Cash
C203989,Female,50,Debit Card
C200387,Female,49,Cash
C296960,Male,34,Credit Card
C105994,Female,33,Credit Card
C188698,Female,20,Credit Card
C674022,Male,19,Cash
C987968,Male,69,Cash
C328035,Female,40,Credit Card
C212762,Male,54,Credit Card
C907340,Male,18,Debit Card
C150113,Female,45,Credit Card
C238943,Female,28,Debit Card
C185196,Female,45,Debit Card
C250860,Female,61,Cash
C259777,Male,47,Cash
C241626,Female,51,Credit Card
C197303,Female,19,Cash
C265078,Male,22,Cash
C175992,Male,50,Cash
C106904,Male,52,Debit Card
C156499,Male,28,Credit Card
C464318,Female,36,Cash
C206063,Female,54,Cash
C116022,Female,45,Credit Card
C195793,Male,48,Credit Card
C163720,Male,68,Cash
C313053,Female,53,Cash
C227544,Female,21,Debit Card
C831738,Female,42,Credit Card
C289469,Female,28,Credit Card
C270647,Male,35,Credit Card
C240003,Male,44,Debit Card
C187477,Female,25,Credit Card
C805568,Female,18,Credit Card
C159807,Male,64,Credit Card
C145037,Female,25,Debit Card
C144141,Female,68,Cash
C584152,Male,67,Cash
C177076,Female,68,Cash
C201345,Female,21,Debit Card
C263987,Female,42,Debit Card
C342552,Female,30,Cash
C128002,Male,56,Cash
C157332,Male,29,Cash
C127505,Female,57,Debit Card
C926715,Male,19,Cash
C138139,Male,47,Cash
C330748,Female,30,Credit Card
C202844,Male,26,Debit Card
C270364,Male,27,Cash
C245554,Female,50,Debit Card
C293815,Male,27,Credit Card
C147135,Female,67,Cash
C149131,Male,31,Credit Card
C154485,Male,54,Cash
C307472,Male,65,Credit Card
C247738,Female,25,Cash
C929701,Male,56,Credit Card
C209264,Female,44,Cash
C228613,Male,31,Cash
C125866,Female,48,Credit Card
C276703,Female,69,Cash
C289845,Female,49,Cash
C150959,Male,22,Credit Card
C127864,Female,28,Debit Card
C250204,Female,66,Cash
C636016,Female,28,Credit Card
C310851,Female,51,Credit Card
C240967,Female,26,Cash
C150208,Male,19,Cash
C102783,Female,28,Debit Card
C847329,Female,69,Cash
C334848,Female,43,Credit Card
C405178,Female,65,Cash
C257911,Female,36,Credit Card
C767321,Female,34,Cash
C249709,Female,23,Cash
C193277,Male,42,Cash
C391927,Female,67,Cash
C227972,Female,69,Credit Card
C223788,Female,26,Credit Card
